Division,District,Upazila,Depth,Arsenic,Union
Chittagong,Comilla,Daudkandi,227,2.6,Goalmari
Chittagong,Comilla,Daudkandi,242,6.3,Dakshin Elliotganj
Chittagong,Comilla,Daudkandi,182,2.6,Sundalpur
Chittagong,Comilla,Daudkandi,212,2.6,Biteshwar
Chittagong,Comilla,Daudkandi,220,2.6,Goalmari
Chittagong,Comilla,Daudkandi,303,16.1,Dakshin Elliotganj
Chittagong,Comilla,Daudkandi,248,3,Daudkandi Paurashava
Chittagong,Comilla,Daudkandi,212,7.4,Gauripur
Chittagong,Comilla,Titas,295,0.1,Karikandi
Khulna,Khulna,Rupsa,189,4,Naihati
Khulna,Khulna,Batiaghata,317,1,Jalma
Khulna,Khulna,Batiaghata,305,0.5,Amirpur
Khulna,Khulna,Phultala,305,0.5,Damodar
Khulna,Khulna,Batiaghata,317,7,Jalma
Khulna,Khulna,Rupsa,311,0.5,Naihati
Khulna,Khulna,Khulna Sadar,299,0.5,Ward No-24
Khulna,Khulna,Rupsa,305,0.5,Naihati
Khulna,Khulna,Dighalia,305,0.5,Dighalia
Khulna,Khulna,Dighalia,305,0.5,Barakpur
Khulna,Khulna,Terokhada,293,0.5,Barasat
Khulna,Khulna,Rupsa,195,0.5,Naihati
Khulna,Khulna,Phultala,165,18,Phultala
Chittagong,Chandpur,Faridganj,206,0.1,Faridganj Paurashava
Chittagong,Feni,Feni Sadar,184,3,Matabi
Chittagong,Feni,Feni Sadar,245,3,Matabi
Barisal,Barisal,Gaurnadi,256,12,Batajore
Barisal,Barisal,Gaurnadi,256,12,Batajore
Barisal,Barisal,Gaurnadi,259,13,Nalchira
Barisal,Barisal,Gaurnadi,261,15,Nalchira
Barisal,Barisal,Gaurnadi,253,15,Nalchira
Barisal,Barisal,Gaurnadi,238,15,Batajore
Barisal,Barisal,Gaurnadi,253,13,Sarikal
Barisal,Barisal,Gaurnadi,250,14,Batajore
Barisal,Barisal,Gaurnadi,259,13,Mahilara
Barisal,Barisal,Gaurnadi,250,16,Batajore
Barisal,Barisal,Gaurnadi,248,15,Mahilara
Barisal,Barisal,Gaurnadi,253,15,Batajore
Barisal,Barisal,Wazirpur,251,14,Sholak
Barisal,Barisal,Wazirpur,251,14,Sholak
Barisal,Barisal,Gaurnadi,256,15,Batajore
Barisal,Barisal,Gaurnadi,253,15,Batajore
Barisal,Barisal,Gaurnadi,253,12,Batajore
Barisal,Barisal,Gaurnadi,259,13,Batajore
Barisal,Barisal,Gaurnadi,258,8,Batajore
Barisal,Barisal,Gaurnadi,256,10,Batajore
Barisal,Barisal,Gaurnadi,259,13,Batajore
Barisal,Barisal,Gaurnadi,259,13,Batajore
Barisal,Jhalokati,Jhalokati Sadar,247,7,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,244,4,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,247,12,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,248,6,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,248,13,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,247,14,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,247,8,Gabkhan Dhansiri
Barisal,Jhalokati,Rajapur,248,9,Mathbari
Barisal,Barisal,Banari Para,242,14,Chakhar
Barisal,Barisal,Banari Para,238,14,Chakhar
Barisal,Barisal,Banari Para,242,13,Chakhar
Barisal,Barisal,Agailjhara,242,17,Gaila
Barisal,Barisal,Agailjhara,242,8,Gaila
Barisal,Barisal,Agailjhara,238,11,Gaila
Barisal,Barisal,Agailjhara,236,14,Gaila
Barisal,Barisal,Agailjhara,241,9,Gaila
Barisal,Barisal,Gaurnadi,236,5,Barthi
Barisal,Barisal,Gaurnadi,238,15,Chandshi
Barisal,Barisal,Gaurnadi,239,17,Chandshi
Barisal,Barisal,Gaurnadi,239,17,Chandshi
Dhaka,Madaripur,Kalkini,227,13,Nabagram
Barisal,Barisal,Gaurnadi,232,13,Khanjapur
Dhaka,Madaripur,Kalkini,230,13,Nabagram
Dhaka,Madaripur,Kalkini,227,14,Nabagram
Dhaka,Madaripur,Kalkini,241,14,Nabagram
Dhaka,Madaripur,Kalkini,236,15,Nabagram
Dhaka,Madaripur,Kalkini,235,13,Nabagram
Dhaka,Madaripur,Kalkini,235,13,Nabagram
Dhaka,Madaripur,Kalkini,227,14,Nabagram
Dhaka,Madaripur,Kalkini,232,14,Nabagram
Dhaka,Gopalganj,Kotali Para,226,14,Ramshil
Dhaka,Madaripur,Kalkini,241,10,Nabagram
Dhaka,Madaripur,Kalkini,232,15,Dasar
Barisal,Barisal,Gaurnadi,235,13,Khanjapur
Barisal,Barisal,Gaurnadi,226,14,Khanjapur
Barisal,Barisal,Gaurnadi,229,14,Khanjapur
Barisal,Barisal,Agailjhara,244,15,Rajiher
Dhaka,Madaripur,Kalkini,232,14,Kalkini Paurashava
Dhaka,Madaripur,Kalkini,230,14,Char Daulat Khan
Barisal,Barisal,Gaurnadi,236,15,Barthi
Barisal,Barisal,Gaurnadi,236,16,Khanjapur
Barisal,Barisal,Gaurnadi,245,15,Khanjapur
Barisal,Barisal,Gaurnadi,245,15,Khanjapur
Dhaka,Madaripur,Kalkini,251,17,Gopalpur
Dhaka,Madaripur,Kalkini,235,17,Shikar Mangal
Dhaka,Madaripur,Kalkini,244,14,Kalkini Paurashava
Dhaka,Shariatpur,Gosairhat,232,17,Nager Para
Barisal,Barisal,Gaurnadi,232,18,Khanjapur
Dhaka,Madaripur,Kalkini,244,17,Char Daulat Khan
Barisal,Barisal,Gaurnadi,235,15,Khanjapur
Dhaka,Madaripur,Kalkini,235,17,Kalkini Paurashava
Dhaka,Madaripur,Kalkini,226,18,Kalkini Paurashava
Dhaka,Madaripur,Kalkini,244,18,Kalkini Paurashava
Dhaka,Madaripur,Kalkini,229,17,Kalkini Paurashava
Dhaka,Madaripur,Kalkini,227,14,Shikar Mangal
Dhaka,Madaripur,Kalkini,244,17,Shikar Mangal
Dhaka,Madaripur,Kalkini,238,17,Shikar Mangal
Dhaka,Madaripur,Kalkini,232,9,Kalkini Paurashava
Barisal,Barisal,Gaurnadi,258,10,Mahilara
Barisal,Barisal,Gaurnadi,244,7,Paurashava
Barisal,Barisal,Gaurnadi,255,10,Paurashava
Barisal,Barisal,Gaurnadi,244,5,Paurashava
Barisal,Barisal,Gaurnadi,252,7,Paurashava
Barisal,Barisal,Gaurnadi,253,8,Mahilara
Barisal,Barisal,Gaurnadi,253,8,Mahilara
Barisal,Barisal,Gaurnadi,253,11,Batajore
Barisal,Barisal,Gaurnadi,251,8,Mahilara
Barisal,Barisal,Gaurnadi,256,10,Mahilara
Barisal,Barisal,Gaurnadi,251,13,Mahilara
Barisal,Barisal,Gaurnadi,253,15,Mahilara
Barisal,Barisal,Gaurnadi,259,8,Mahilara
Barisal,Barisal,Gaurnadi,252,5,Mahilara
Barisal,Barisal,Gaurnadi,248,13,Paurashava
Barisal,Barisal,Gaurnadi,248,14,Mahilara
Barisal,Barisal,Gaurnadi,251,9,Paurashava
Barisal,Barisal,Gaurnadi,249,14,Mahilara
Barisal,Barisal,Agailjhara,255,16,Ratnapur
Barisal,Barisal,Gaurnadi,247,11,Mahilara
Barisal,Barisal,Gaurnadi,229,9,Mahilara
Barisal,Barisal,Gaurnadi,255,16,Mahilara
Barisal,Barisal,Gaurnadi,256,13,Mahilara
Barisal,Barisal,Gaurnadi,251,17,Mahilara
Barisal,Barisal,Gaurnadi,253,14,Mahilara
Barisal,Barisal,Gaurnadi,253,11,Paurashava
Barisal,Barisal,Gaurnadi,251,15,Paurashava
Barisal,Barisal,Gaurnadi,253,16,Paurashava
Barisal,Barisal,Gaurnadi,226,0.5,Nalchira
Barisal,Barisal,Gaurnadi,226,1,Nalchira
Barisal,Barisal,Gaurnadi,250,19,Nalchira
Barisal,Barisal,Gaurnadi,244,13,Nalchira
Barisal,Barisal,Gaurnadi,244,0.5,Nalchira
Barisal,Barisal,Gaurnadi,255,11,Nalchira
Barisal,Barisal,Gaurnadi,241,14,Nalchira
Barisal,Barisal,Gaurnadi,251,15,Nalchira
Barisal,Barisal,Gaurnadi,251,14,Nalchira
Barisal,Barisal,Gaurnadi,229,14,Nalchira
Barisal,Barisal,Gaurnadi,226,11,Nalchira
Barisal,Barisal,Gaurnadi,226,22,Nalchira
Barisal,Barisal,Gaurnadi,244,15,Nalchira
Barisal,Barisal,Gaurnadi,244,13,Nalchira
Barisal,Barisal,Gaurnadi,251,13,Nalchira
Barisal,Barisal,Gaurnadi,229,18,Nalchira
Barisal,Barisal,Gaurnadi,244,12,Nalchira
Barisal,Barisal,Gaurnadi,244,14,Nalchira
Barisal,Barisal,Gaurnadi,244,13,Nalchira
Dhaka,Faridpur,Alfadanga,167,9,Gopalpur
Dhaka,Gopalganj,Kotali Para,159,3,Sadullapur
Dhaka,Gopalganj,Kotali Para,250,0,Sadullapur
Dhaka,Gopalganj,Kotali Para,305,0,Sadullapur
Dhaka,Gopalganj,Muksudpur,212,0,Maharajpur
Barisal,Barisal,Gaurnadi,238,13,Sarikal
Barisal,Barisal,Babuganj,241,14,Agarpur
Barisal,Barisal,Babuganj,244,16,Agarpur
Barisal,Barisal,Babuganj,253,12,Agarpur
Barisal,Barisal,Gaurnadi,253,13,Sarikal
Barisal,Barisal,Babuganj,251,11,Agarpur
Barisal,Barisal,Gaurnadi,250,11,Sarikal
Barisal,Barisal,Gaurnadi,253,19,Sarikal
Barisal,Barisal,Gaurnadi,253,11,Sarikal
Barisal,Barisal,Gaurnadi,253,12,Sarikal
Barisal,Barisal,Muladi,253,4,Muladi
Barisal,Barisal,Muladi,253,9,Muladi
Barisal,Barisal,Muladi,253,12,Muladi
Barisal,Barisal,Babuganj,250,13,Agarpur
Barisal,Barisal,Babuganj,253,9,Agarpur
Barisal,Barisal,Babuganj,248,14,Agarpur
Barisal,Barisal,Babuganj,253,18,Agarpur
Barisal,Barisal,Gaurnadi,250,14,Sarikal
Barisal,Barisal,Babuganj,253,18,Agarpur
Barisal,Barisal,Babuganj,250,17,Agarpur
Barisal,Barisal,Babuganj,247,17,Agarpur
Barisal,Barisal,Babuganj,250,15,Agarpur
Barisal,Barisal,Gaurnadi,247,15,Nalchira
Barisal,Barisal,Gaurnadi,248,15,Sarikal
Barisal,Barisal,Muladi,250,17,Batamara
Barisal,Barisal,Gaurnadi,250,18,Sarikal
Barisal,Barisal,Muladi,255,12,Nazirpur
Barisal,Barisal,Gaurnadi,253,13,Nalchira
Barisal,Barisal,Gaurnadi,253,12,Nalchira
Barisal,Barisal,Gaurnadi,241,14,Nalchira
Barisal,Barisal,Gaurnadi,244,14,Sarikal
Barisal,Barisal,Gaurnadi,248,19,Sarikal
Barisal,Barisal,Gaurnadi,253,15,Sarikal
Barisal,Barisal,Gaurnadi,250,11,Sarikal
Barisal,Barisal,Gaurnadi,250,11,Sarikal
Barisal,Barisal,Gaurnadi,255,13,Sarikal
Barisal,Barisal,Gaurnadi,248,9,Sarikal
Barisal,Barisal,Gaurnadi,250,16,Sarikal
Barisal,Barisal,Gaurnadi,248,17,Sarikal
Barisal,Barisal,Gaurnadi,251,15,Sarikal
Barisal,Barisal,Gaurnadi,253,17,Sarikal
Barisal,Barisal,Gaurnadi,253,13,Sarikal
Barisal,Barisal,Babuganj,248,14,Agarpur
Barisal,Barisal,Gaurnadi,253,14,Sarikal
Dhaka,Munshiganj,Gazaria,231,25,Imampur
Chittagong,Comilla,Manoharganj,219,0.1,Baishgaon
Chittagong,Comilla,Manoharganj,219,0.1,Baishgaon
Chittagong,Comilla,Manoharganj,216,0.1,Baishgaon
Chittagong,Comilla,Manoharganj,213,0.1,Baishgaon
Chittagong,Comilla,Manoharganj,210,0.1,Hasnabad
Chittagong,Comilla,Manoharganj,213,0.1,Hasnabad
Chittagong,Comilla,Manoharganj,213,0.1,Hasnabad
Chittagong,Comilla,Manoharganj,209,0.1,Hasnabad
Chittagong,Comilla,Manoharganj,212,0.1,Hasnabad
Chittagong,Comilla,Manoharganj,207,0.1,Uttar Jhalam
Chittagong,Comilla,Manoharganj,218,0.1,Uttar Jhalam
Chittagong,Comilla,Manoharganj,198,0.1,Uttar Jhalam
Chittagong,Comilla,Manoharganj,219,0.1,Uttar Jhalam
Chittagong,Comilla,Manoharganj,213,0.1,Uttar Jhalam
Chittagong,Comilla,Manoharganj,213,0.1,Dakshin Jhalam
Chittagong,Comilla,Manoharganj,213,0.1,Dakshin Jhalam
Chittagong,Comilla,Manoharganj,207,0.1,Dakshin Jhalam
Chittagong,Comilla,Manoharganj,213,0.1,Dakshin Jhalam
Chittagong,Comilla,Manoharganj,215,0.1,Khila
Chittagong,Comilla,Manoharganj,201,1,Khila
Chittagong,Comilla,Manoharganj,213,0.1,Khila
Chittagong,Comilla,Manoharganj,244,0.1,Lakshmanpur
Chittagong,Comilla,Manoharganj,201,0.1,Lakshmanpur
Chittagong,Comilla,Manoharganj,250,0.1,Lakshmanpur
Chittagong,Comilla,Manoharganj,219,3,Lakshmanpur
Chittagong,Comilla,Manoharganj,166,0.1,Maisatua
Chittagong,Comilla,Manoharganj,218,0.1,Maisatua
Chittagong,Comilla,Manoharganj,216,0.1,Maisatua
Chittagong,Comilla,Manoharganj,201,0.1,Maisatua
Chittagong,Comilla,Manoharganj,219,0.1,Maisatua
Chittagong,Comilla,Manoharganj,226,0.1,Sarashpur
Chittagong,Comilla,Manoharganj,216,0.1,Sarashpur
Chittagong,Comilla,Manoharganj,226,1,Sarashpur
Chittagong,Comilla,Manoharganj,239,0.1,Uttar Hawla
Chittagong,Comilla,Manoharganj,210,0.1,Uttar Hawla
Barisal,Jhalokati,Jhalokati Sadar,277,11,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,287,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,283,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,279,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,283,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,280,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,280,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,0.5,Binoykati
Chittagong,Comilla,Muradnagar,150,0.1,Jahapur
Barisal,Jhalokati,Jhalokati Sadar,275,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,282,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,287,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,287,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,277,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,273,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,3,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,4,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,4,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,271,3,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,3,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,3,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,276,5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,279,4,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,279,3,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,4,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,9,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,4,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,4,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,13,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,276,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,276,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,276,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,275,1,Nathullabad
Barisal,Jhalokati,Jhalokati Sadar,274,1,Nathullabad
Barisal,Jhalokati,Jhalokati Sadar,274,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,2,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,276,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,1,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,274,0.5,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,258,0.5,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,259,2,Ponabalia
Barisal,Jhalokati,Jhalokati Sadar,255,2,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,251,2,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,255,1,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,251,2,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,258,1,Ponabalia
Barisal,Jhalokati,Jhalokati Sadar,256,1,Ponabalia
Barisal,Jhalokati,Jhalokati Sadar,256,2,Ponabalia
Barisal,Jhalokati,Jhalokati Sadar,255,0.5,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,251,0.5,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,251,0.5,Gabkhan Dhansiri
Barisal,Jhalokati,Rajapur,250,1,Suktagarh
Barisal,Jhalokati,Jhalokati Sadar,256,0.5,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,256,2,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,251,0.5,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,253,1,Ponabalia
Barisal,Jhalokati,Jhalokati Sadar,256,0.5,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,253,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,270,5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,267,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,253,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,253,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,268,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,265,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,268,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,262,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,274,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,277,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,271,2,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,268,2,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,253,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,274,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,261,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,261,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,290,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,250,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,271,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,0.5,Gabha Ramchandrapur
Barisal,Barisal,Banari Para,250,0.5,Banari Para
Barisal,Barisal,Banari Para,253,0.5,Salia Bakpur
Barisal,Barisal,Banari Para,274,0.5,Salia Bakpur
Barisal,Barisal,Banari Para,256,0.5,Salia Bakpur
Barisal,Jhalokati,Jhalokati Sadar,268,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,265,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,271,0.5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,256,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,258,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,250,1,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,265,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,270,2,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,277,6,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,262,5,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,259,2,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,267,2,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,265,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,259,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,271,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,250,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,274,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,265,4,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,278,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,276,4,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,253,2,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,253,2,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,251,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,252,3,Gabha Ramchandrapur
Barisal,Jhalokati,Jhalokati Sadar,175,3,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,232,3,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,295,0,Binoykati
Barisal,Jhalokati,Jhalokati Sadar,268,4,Keora
Barisal,Jhalokati,Jhalokati Sadar,271,4,Keora
Barisal,Jhalokati,Jhalokati Sadar,268,5,Keora
Barisal,Jhalokati,Jhalokati Sadar,268,2,Basanda
Barisal,Jhalokati,Jhalokati Sadar,267,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,270,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,276,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,275,5,Keora
Barisal,Jhalokati,Jhalokati Sadar,274,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,274,2,Keora
Barisal,Jhalokati,Jhalokati Sadar,275,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,267,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,274,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,267,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,274,3,Gabkhan Dhansiri
Barisal,Jhalokati,Jhalokati Sadar,267,4,Keora
Barisal,Jhalokati,Jhalokati Sadar,273,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,270,3,Keora
Barisal,Jhalokati,Jhalokati Sadar,273,1,Keora
Barisal,Jhalokati,Jhalokati Sadar,273,1,Keora
Barisal,Jhalokati,Jhalokati Sadar,273,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,262,0.5,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,267,0.5,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,268,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,267,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,267,2,Keora
Barisal,Jhalokati,Jhalokati Sadar,269,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,273,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,269,11,Keora
Barisal,Jhalokati,Jhalokati Sadar,270,2,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,267,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,268,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,268,2,Keora
Barisal,Jhalokati,Jhalokati Sadar,265,2,Keora
Barisal,Jhalokati,Jhalokati Sadar,268,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,267,0.5,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,267,0.5,Keora
Barisal,Jhalokati,Jhalokati Sadar,265,0.5,Gabkhan Dhansiri
Chittagong,Comilla,Manoharganj,215,10,Hasnabad
Chittagong,Noakhali,Chatkhil,206,10,Mohammadpur
Barisal,Jhalokati,Jhalokati Sadar,268,1,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,268,1,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,268,1,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,268,2,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,264,1,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,265,0.5,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,262,3,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,265,3,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,265,2,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,265,3,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,265,4,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,256,3,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,251,3,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,253,3,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,251,3,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,253,4,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,251,5,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,258,4,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,283,3,Sekherhat
Barisal,Jhalokati,Jhalokati Sadar,251,4,Sekherhat
